TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_NUMBER,POLICY_EFF_DT,LOSS_DT,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,POSTAL_CODE,SSN,MARITAL_STATUS,AGE,TENURE,EMPLOYMENT_STATUS,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,ROUTING_NUMBER,ACCT_NUMBER,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,is_fraud,Dummy Policy No,ASSURED_AGE,NOMINEE_RELATION,OCCUPATION,POLICY SUMASSURED,Premium,PREMIUMPAYMENTMODE,Annual Income,HOLDERMARITALSTATUS,INDIV_REQUIREMENTFLAG,Policy Term,Policy Payment Term,CORRESPONDENCECITY,CORRESPONDENCESTATE,CORRESPONDENCEPOSTCODE,Product Type,CHANNEL,Bank code,POLICYRISKCOMMENCEMENTDATE,Date of Death,INTIMATIONDATE,STATUS,SUB_STATUS,Fraud Category,transaction_hour
2021-02-25,TXN00006848,A00007977,PLC00009178,2014-02-27,2021-02-24,2021-02-24,Motor,137.68,9000.0,Edward Hope,534 Hamilton Street Northeast,0,Washington,DC,20011.0,056-27-1821,N,26.0,9.0,Y,3.0,L,Rent,LI,110178107.0,TLFC46030746050408,High School,A,Total Loss,0,1.0,1.0,AL,Montgomery,5.0,AGENT00336,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006849,A00002657,PLC00001823,2018-10-10,2021-02-15,2021-02-18,Property,87.46,29000.0,Nancy Wilson,3325 Dix Street Northeast,0,Washington,DC,20019.0,464-23-6720,N,33.0,38.0,Y,2.0,M,Own,HI,79543190.0,UCLO16449179039476,Bachelor,A,Major Loss,0,1.0,1.0,CO,Arvada,11.0,AGENT00743,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006850,A00002894,PLC00009871,2012-09-02,2021-02-19,2021-02-21,Motor,72.37,9000.0,Elizabeth Roberts,11140 West 60th Avenue,0,Arvada,CO,80004.0,022-33-8512,Y,50.0,9.0,Y,7.0,M,Mortgage,LI,104414754.0,SGFS98910721779685,Bachelor,A,Minor Loss,Ambulance,1.0,1.0,MD,Annapolis,0.0,AGENT00626,VNDR00203,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006851,A00004041,PLC00009591,2013-11-25,2021-02-19,2021-02-21,Property,85.07,37000.0,Jamie Day,2040 Innes Circle,0,Anchorage,AK,99515.0,627-46-1105,Y,32.0,36.0,Y,4.0,M,Rent,MI,42721884.0,VLLS07735470963351,Bachelor,A,Major Loss,Ambulance,0.0,0.0,GA,Pooler,1.0,AGENT00791,VNDR00087,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006852,A00004600,PLC00003809,2010-10-12,2021-02-14,2021-02-19,Property,120.77,21000.0,Mary Costello,4328 Brewer Road,0,Montgomery,AL,36108.0,383-19-4003,N,41.0,102.0,N,7.0,M,Rent,MI,78039692.0,HPEO52198060050819,High School,A,Major Loss,Police,1.0,1.0,VT,Barre,3.0,AGENT00786,VNDR00067,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006853,A00000430,PLC00005258,2015-02-07,2021-02-18,2021-02-20,Life,90.35,77000.0,Amanda Johnson,2560 Michigan Court,0,Panama City,FL,32405.0,326-48-3018,Y,45.0,65.0,Y,7.0,L,Rent,MI,86526184.0,GHGA88757158115874,High School,A,Minor Loss,Ambulance,0.0,1.0,GA,Pooler,21.0,AGENT00457,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006854,A00002459,PLC00004997,2018-06-03,2021-02-07,2021-02-12,Mobile,8.83,100.0,Paula Chronister,7002 South Bryant Avenue,0,Oklahoma City,OK,73149.0,848-55-5943,Y,49.0,99.0,Y,5.0,L,Own,MI,110300551.0,OCKN96792603181663,Bachelor,A,Total Loss,Ambulance,1.0,0.0,MA,Wareham,10.0,AGENT00170,VNDR00420,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006855,A00007552,PLC00001546,2012-01-06,2021-02-17,2021-02-20,Life,95.56,51000.0,Leslie Davidson,7229 Lewis Place,APT B,Anchorage,AK,99507.0,896-77-4300,Y,52.0,31.0,Y,7.0,L,Own,MI,89091784.0,VCFZ54623359237651,College,A,Major Loss,Ambulance,1.0,1.0,DC,Washington,8.0,AGENT01133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006856,A00003759,PLC00002457,2015-10-16,2021-02-14,2021-02-19,Mobile,10.87,700.0,Jonathan English,266 South J Street,0,Livermore,CA,94550.0,203-41-5894,Y,42.0,72.0,Y,4.0,L,Own,MI,23997048.0,AKUT92735347799589,0,A,Major Loss,Ambulance,1.0,1.0,CA,Bakersfield,12.0,AGENT00520,VNDR00470,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006857,A00008058,PLC00004871,2016-08-26,2021-02-06,2021-02-11,Property,88.18,35000.0,Cynthia Benitez,1402 Maggies Way,0,Waterbury Center,VT,5677.0,118-89-3363,N,49.0,14.0,Y,4.0,H,Own,LI,109598345.0,RCFH23148861786409,Bachelor,A,Minor Loss,Ambulance,1.0,0.0,AZ,Glendale,0.0,AGENT01181,VNDR00163,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006858,A00009650,PLC00006939,2017-07-14,2021-02-06,2021-02-11,Property,148.1,31000.0,Michael Vazquez,7101 West Beardsley Road,#151,Glendale,AZ,85308.0,118-02-2492,Y,31.0,30.0,Y,4.0,L,Rent,LI,116516666.0,ORSM40321635543725,College,A,Minor Loss,Police,1.0,1.0,AZ,Glendale,16.0,AGENT00744,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006859,A00005142,PLC00006014,2012-05-30,2021-02-24,2021-02-24,Mobile,8.71,600.0,Chester Perkins,798 Airport Road,0,Panama City,FL,32405.0,619-27-1929,N,46.0,93.0,Y,5.0,L,Rent,MI,90574614.0,WBTK48601000764082,Bachelor,A,Total Loss,Police,1.0,1.0,VT,Danville,21.0,AGENT00687,VNDR00033,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006860,A00002012,PLC00001496,2019-07-09,2021-02-20,2021-02-21,Mobile,11.63,600.0,Kenny Beaty,6515 West Poinsettia Drive,0,Glendale,AZ,85304.0,625-59-4596,Y,57.0,40.0,Y,7.0,M,Mortgage,LI,32821118.0,EMDS37577016061759,0,A,Minor Loss,Ambulance,1.0,1.0,MD,Glen Burnie,17.0,AGENT00688,VNDR00112,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006861,A00005766,PLC00003872,2016-10-12,2021-02-11,2021-02-16,Health,198.57,13000.0,Joey Anderson,6823 Forsythe Drive,0,Panama City,FL,32404.0,499-69-2961,Y,26.0,117.0,Y,2.0,L,Mortgage,LI,21297203.0,QBAQ24518412444484,Bachelor,A,Total Loss,Police,0.0,0.0,DC,Washington,0.0,AGENT00131,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-25,TXN00006862,A00007798,PLC00006265,2017-06-19,2021-02-17,2021-02-20,Property,146.69,24000.0,Kim Rogers,15082 North 59th Avenue,#111,Glendale,AZ,85306.0,256-51-0169,N,30.0,74.0,Y,7.0,M,Own,LI,68435811.0,OZNR52066658088590,Masters,A,Total Loss,Ambulance,1.0,1.0,OK,Oklahoma City,14.0,AGENT00827,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006863,A00008222,PLC00001892,2015-10-15,2021-02-23,2021-02-23,Mobile,9.28,300.0,Kevin Santiago,195 Kennedy Road,0,Manchester,CT,6042.0,847-77-4672,Y,45.0,72.0,Y,4.0,L,Mortgage,HI,12868052.0,GAQQ76515053424141,Bachelor,D,Total Loss,Ambulance,1.0,1.0,VT,Brookfield,18.0,AGENT00054,VNDR00252,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006864,A00002228,PLC00009168,2012-06-15,2021-02-15,2021-02-20,Travel,74.83,4000.0,Marion Carew,3340 Woodpark Drive,0,Montgomery,AL,36116.0,828-61-8718,Y,37.0,53.0,N,5.0,L,Own,MI,101712297.0,DLLS57449945754970,College,A,Minor Loss,Ambulance,1.0,1.0,CA,Mammoth Lakes,15.0,AGENT00085,VNDR00191,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006865,A00003130,PLC00001043,2012-01-04,2021-02-17,2021-02-20,Property,95.04,31000.0,Rona Hanson,20117 Lucas Avenue,0,Anchorage,AK,99577.0,549-29-5373,Y,37.0,37.0,Y,7.0,M,Own,MI,67475607.0,SYTG81074314186213,High School,A,Minor Loss,Police,0.0,0.0,GA,Savannah,17.0,AGENT00375,VNDR00099,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006866,A00004750,PLC00003080,2016-11-13,2021-02-25,2021-02-25,Mobile,6.5,700.0,Bonnie Jones,422 Richmond Street,0,El Cerrito,CA,94530.0,175-52-6991,Y,61.0,15.0,Y,3.0,H,Own,LI,129053996.0,WGGD73327641958758,Bachelor,A,Minor Loss,0,1.0,1.0,FL,Lithia,21.0,AGENT00033,VNDR00555,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006867,A00001053,PLC00006079,2015-03-19,2021-02-22,2021-02-23,Travel,52.27,5000.0,Angela Mckenzie,2316 Northwest 113th Street,0,Oklahoma City,OK,73120.0,710-18-7331,N,29.0,32.0,Y,2.0,M,Own,LI,39352172.0,EQCR92583902647598,PhD,A,Minor Loss,0,1.0,1.0,VT,Townshend,12.0,AGENT00187,VNDR00555,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006868,A00005104,PLC00003488,2016-04-07,2021-02-22,2021-02-23,Life,68.04,91000.0,Gary Grindle,737 Nelson Road,0,Ludlow,VT,5149.0,303-17-1337,N,35.0,111.0,Y,2.0,M,Own,MI,75965316.0,STPF53279021724305,Bachelor,A,Major Loss,Other,0.0,1.0,MA,Everett,1.0,AGENT00842,VNDR00326,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006869,A00008741,PLC00005292,2017-06-24,2021-02-18,2021-02-21,Mobile,11.92,500.0,Vernon Parris,32 Royal Drive,0,Louisville,KY,40214.0,642-46-0079,N,58.0,74.0,Y,2.0,L,Mortgage,MI,127270030.0,TDWY22782798963352,High School,A,Major Loss,0,1.0,1.0,CA,San Gabriel,16.0,AGENT01085,VNDR00317,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006870,A00001757,PLC00001777,2010-10-25,2021-02-14,2021-02-19,Property,145.5,36000.0,Jerome Laborde,620 Veta Avenue,0,Pueblo,CO,81004.0,086-63-2245,N,26.0,9.0,N,5.0,M,Rent,HI,61162848.0,RBDM78795623091975,PhD,A,Minor Loss,0,1.0,0.0,DC,Washington,17.0,AGENT00890,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006871,A00009436,PLC00008595,2011-03-18,2021-02-21,2021-02-22,Travel,82.42,1000.0,Michael Johnson,2075 Archer Drive,0,Fayetteville,AR,72701.0,621-96-4819,Y,33.0,17.0,Y,3.0,M,Rent,MI,80552675.0,JXXE59538420057877,Masters,A,Minor Loss,0,0.0,1.0,AZ,Glendale,7.0,AGENT00489,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006872,A00002082,PLC00008605,2011-07-01,2021-02-06,2021-02-11,Mobile,11.16,700.0,Theresa Scholz,1025 Rose Anne Road,0,Glen Burnie,MD,21060.0,158-59-7394,Y,39.0,96.0,Y,4.0,L,Own,MI,126397480.0,TBLK76027070804021,High School,A,Major Loss,Ambulance,1.0,1.0,GA,Savannah,22.0,AGENT00291,VNDR00099,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006873,A00002371,PLC00009367,2015-08-12,2021-02-11,2021-02-16,Property,82.35,32000.0,Shirley Rodriguez,1380 Quincy Street Northwest,0,Washington,DC,20011.0,427-02-6917,Y,29.0,11.0,Y,4.0,M,Rent,HI,107144801.0,UADM60470022527152,Bachelor,A,Total Loss,Ambulance,0.0,1.0,CA,Union City,1.0,AGENT00271,VNDR00593,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006874,A00001850,PLC00006512,2015-05-05,2021-02-15,2021-02-20,Health,191.03,8000.0,Mark Schultz,10332 Thuja Circle,0,Anchorage,AK,99507.0,893-94-5032,Y,44.0,42.0,Y,4.0,L,Own,MI,113307823.0,HOJI86057302163126,Bachelor,A,Major Loss,Ambulance,1.0,0.0,CT,Manchester,23.0,AGENT00434,VNDR00492,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006875,A00007662,PLC00007764,2014-04-16,2021-02-24,2021-02-24,Life,60.72,72000.0,Lucy Crowe,632 North Pine Street,0,Anchorage,AK,99508.0,174-42-4226,N,36.0,91.0,Y,3.0,M,Rent,LI,101397968.0,JSLR41210931278280,College,A,Major Loss,Police,0.0,0.0,AR,Fayetteville,21.0,AGENT00968,VNDR00397,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006876,A00004144,PLC00007433,2014-08-13,2021-02-10,2021-02-15,Health,177.89,7000.0,Alfred Demelis,1711 8th Street Northwest,0,Washington,DC,20001.0,346-66-5799,N,28.0,105.0,Y,6.0,H,Own,MI,38996238.0,WKTC44332702567159,Bachelor,A,Major Loss,Ambulance,1.0,1.0,OK,Oklahoma City,12.0,AGENT00788,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006877,A00001539,PLC00001523,2014-07-01,2021-02-10,2021-02-15,Life,95.16,45000.0,Wayne Milton,1259 Everett Avenue,0,Louisville,KY,40204.0,093-80-3943,Y,42.0,63.0,Y,3.0,L,Own,MI,70078240.0,WUIF56172580803577,High School,A,Major Loss,0,0.0,1.0,AK,Anchorage,16.0,AGENT00583,VNDR00297,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-26,TXN00006878,A00008564,PLC00003067,2012-07-22,2021-02-13,2021-02-18,Property,147.08,17000.0,Richard Law,5959 North 55th Avenue,0,Glendale,AZ,85301.0,375-91-8237,Y,55.0,73.0,Y,5.0,M,Mortgage,HI,54010114.0,LCKP71533310362828,Masters,A,Minor Loss,Ambulance,1.0,0.0,GA,Savannah,11.0,AGENT00755,VNDR00274,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006879,A00009705,PLC00008157,2014-05-05,2021-02-09,2021-02-14,Travel,89.12,4000.0,Eugene Duckett,1497 Greenbrier Road,0,West Sacramento,CA,95691.0,418-59-9316,Y,42.0,101.0,Y,2.0,L,Rent,HI,77009856.0,OZFN83496687330444,High School,A,Major Loss,Ambulance,1.0,1.0,VT,Wheelock,22.0,AGENT01136,VNDR00590,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006880,A00007746,PLC00004061,2018-02-07,2021-02-14,2021-02-19,Property,136.46,23000.0,Winston Ritchie,901 Samson Road,0,Saint Albans City,VT,5478.0,547-78-9489,Y,62.0,59.0,Y,4.0,L,Mortgage,LI,10764365.0,IZAF93797407019107,MD,A,Minor Loss,0,0.0,0.0,DC,Washington,4.0,AGENT00842,VNDR00005,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006881,A00004293,PLC00001130,2016-05-22,2021-02-09,2021-02-14,Travel,84.0,5000.0,Jose Hutchinson,30 Tanner Street,0,Manchester,CT,6042.0,862-90-2955,Y,54.0,37.0,Y,2.0,L,Mortgage,HI,29708244.0,DQEV98020438171408,MD,D,Total Loss,0,1.0,0.0,TN,Nashville,23.0,AGENT00750,VNDR00109,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006882,A00008491,PLC00003022,2014-12-16,2021-02-11,2021-02-16,Mobile,7.39,100.0,Barbara Gonzalez,634 Chautauqua Avenue,0,Norman,OK,73069.0,063-13-1392,Y,32.0,74.0,N,3.0,M,Mortgage,HI,92857148.0,NBEK81613643575742,Bachelor,A,Minor Loss,Police,1.0,1.0,MA,Aquinnah,22.0,AGENT01018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006883,A00009827,PLC00001904,2019-10-20,2021-02-23,2021-02-24,Health,172.46,10000.0,Danny Erickson,5420 Sunset Avenue,0,Panama City Beach,FL,32408.0,140-41-5560,N,25.0,35.0,Y,5.0,L,Rent,HI,13995018.0,BVXB60795570959392,Bachelor,A,Major Loss,Police,1.0,1.0,FL,Southport,4.0,AGENT00064,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006884,A00006014,PLC00004437,2011-04-15,2021-02-09,2021-02-14,Travel,57.31,3000.0,Grace Ohta,243 McKee Street,0,Manchester,CT,6040.0,816-91-5959,Y,49.0,114.0,N,3.0,L,Own,HI,121248903.0,HFHY97986726724761,Bachelor,A,Total Loss,Ambulance,1.0,0.0,AZ,Glendale,19.0,AGENT00184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006885,A00007793,PLC00005858,2015-05-04,2021-02-18,2021-02-21,Property,115.43,18000.0,Jayne Hackwell,185 Woodlawn Road,0,Burlington,VT,5408.0,522-77-0670,N,46.0,53.0,Y,4.0,H,Mortgage,LI,18610220.0,CIPF28477131142380,Bachelor,A,Total Loss,Police,1.0,1.0,KY,Louisville,6.0,AGENT00162,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006886,A00003575,PLC00000866,2012-02-08,2021-02-20,2021-02-22,Motor,70.76,6000.0,Betty Dickey,2802 US Highway 98,BLDG F,Mexico Beach,FL,32456.0,158-29-5239,Y,53.0,36.0,Y,3.0,M,Rent,MI,32276705.0,ZMIX32359987263658,MD,A,Total Loss,Ambulance,1.0,0.0,OK,Norman,4.0,AGENT01179,VNDR00541,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006887,A00000775,PLC00005011,2018-04-19,2021-02-10,2021-02-15,Property,108.99,23000.0,William Battle,208 Towne Lake Way,0,Pooler,GA,31322.0,702-82-8432,Y,43.0,82.0,Y,5.0,H,Own,MI,100120592.0,WPCP78627291101729,Masters,A,Major Loss,Police,0.0,0.0,CA,Oakhurst,5.0,AGENT00877,VNDR00159,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006888,A00007665,PLC00009138,2010-08-09,2021-02-25,2021-02-25,Life,58.07,18000.0,Pedro Humphrey,3526 Sutton Loop,0,Fremont,CA,94536.0,838-34-8606,Y,48.0,92.0,Y,4.0,L,Rent,MI,108036714.0,BPZV65835050497766,Bachelor,A,Minor Loss,Other,1.0,1.0,CA,Union City,16.0,AGENT00855,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006889,A00003633,PLC00000352,2014-05-03,2021-02-12,2021-02-17,Travel,81.57,1000.0,Jamie Janek,1732 27th Avenue,0,Oakland,CA,94601.0,322-62-7505,Y,46.0,41.0,Y,6.0,L,Mortgage,LI,51640833.0,DXVA86070001317468,MD,A,Minor Loss,Ambulance,1.0,1.0,AZ,Glendale,1.0,AGENT00100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006890,A00008437,PLC00001976,2017-11-22,2021-02-11,2021-02-16,Motor,112.45,4000.0,Kathy Williams,15238 North 65th Avenue,0,Glendale,AZ,85306.0,765-63-1440,Y,62.0,38.0,Y,5.0,L,Mortgage,MI,103563075.0,UNCG60937502438218,0,A,Major Loss,Police,1.0,1.0,AK,Anchorage,1.0,AGENT00011,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006891,A00000474,PLC00008705,2016-10-12,2021-02-13,2021-02-18,Motor,110.85,3000.0,Steven Westlund,321 Kentucky Avenue Southeast,0,Washington,DC,20003.0,526-32-3350,Y,53.0,66.0,Y,3.0,L,Mortgage,LI,73037411.0,UMJM79755486161157,Bachelor,A,Total Loss,0,1.0,0.0,GA,Savannah,10.0,AGENT00374,VNDR00190,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006892,A00006238,PLC00004338,2011-05-19,2021-02-13,2021-02-18,Life,74.05,10000.0,Gerald Macias,7730 Wilkinson Road,0,Nashville,TN,37080.0,484-34-8388,N,48.0,35.0,Y,3.0,M,Mortgage,HI,106137819.0,VVYJ06882044276503,Bachelor,A,Minor Loss,0,1.0,1.0,DC,Washington,12.0,AGENT00994,VNDR00003,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006893,A00000112,PLC00005098,2018-08-28,2021-02-17,2021-02-20,Mobile,10.85,500.0,Caroline Mitchell,10277 West 52nd Place,#211,Wheat Ridge,CO,80033.0,134-40-2666,Y,55.0,31.0,Y,2.0,M,Mortgage,HI,17517366.0,LHOG72640953535682,0,A,Minor Loss,Ambulance,0.0,1.0,CA,Mountain View,22.0,AGENT00124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006894,A00004721,PLC00005926,2018-06-18,2021-02-23,2021-02-24,Property,148.71,19000.0,Shannon Comeaux,22572 Toreador Drive,0,Salinas,CA,93908.0,167-19-7108,Y,51.0,75.0,Y,4.0,M,Rent,LI,111095658.0,LXJU76062121936648,Bachelor,A,Major Loss,Police,0.0,1.0,OK,Oklahoma City,0.0,AGENT00309,VNDR00431,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006895,A00003044,PLC00009639,2016-06-21,2021-02-12,2021-02-17,Travel,50.14,2000.0,Geoffrey Mccurry,1320 Huffman Park Drive,#STE 000170,Anchorage,AK,99515.0,427-08-4689,Y,55.0,116.0,Y,4.0,L,Rent,HI,126736478.0,HKLZ09615046591905,High School,A,Total Loss,Ambulance,0.0,0.0,AL,Montgomery,5.0,AGENT00570,VNDR00329,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006896,A00002913,PLC00008772,2013-02-23,2021-02-23,2021-02-24,Travel,73.96,5000.0,Brenda Clark,606 National Street,#306,Fayetteville,AR,72701.0,629-34-9053,N,46.0,62.0,Y,6.0,L,Rent,MI,88403917.0,KAKT86440040340450,Bachelor,A,Major Loss,Police,0.0,1.0,AL,Montgomery,11.0,AGENT00363,VNDR00310,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006897,A00000724,PLC00006363,2016-03-04,2021-02-10,2021-02-15,Life,53.69,100000.0,Harold Penalosa,110 Allen Place,0,Farmington,AR,72730.0,061-38-6847,N,58.0,43.0,Y,3.0,M,Rent,MI,57111638.0,YQHZ53085392168121,Masters,A,Major Loss,0,0.0,1.0,AZ,Glendale,11.0,AGENT00399,VNDR00579,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006898,A00009172,PLC00002854,2015-04-28,2021-02-07,2021-02-12,Travel,69.09,4000.0,John Koenig,6717 North 59th Avenue,0,Glendale,AZ,85301.0,474-75-8830,N,33.0,76.0,Y,4.0,L,Own,HI,60702296.0,ZMBJ86181240638360,Masters,A,Total Loss,0,1.0,1.0,CA,Union City,6.0,AGENT00906,VNDR00324,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006899,A00008946,PLC00001979,2019-03-28,2021-02-25,2021-02-25,Mobile,7.83,300.0,Robert Dufour,8421 Thomas Drive,#4,Panama City,FL,32408.0,330-31-3501,N,54.0,113.0,Y,5.0,L,Rent,MI,60594488.0,GOIZ01789234900732,College,A,Major Loss,Ambulance,1.0,0.0,DC,Washington,20.0,AGENT00259,VNDR00185,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006900,A00000785,PLC00006696,2011-03-31,2021-02-20,2021-02-22,Travel,74.4,3000.0,Jessie Culbertson,74 Westerly Street,0,Manchester,CT,6042.0,235-52-6272,Y,63.0,82.0,Y,6.0,L,Rent,MI,102077070.0,UZDY92002949720121,Bachelor,A,Major Loss,Ambulance,1.0,1.0,CA,Bakersfield,0.0,AGENT00489,VNDR00391,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006901,A00008774,PLC00008046,2014-08-23,2021-02-16,2021-02-21,Property,156.36,21000.0,Carolyn Jacobs,4328 Brewer Road,0,Montgomery,AL,36108.0,510-53-9737,Y,36.0,6.0,Y,3.0,L,Rent,MI,32710588.0,IYVL76726703375433,High School,A,Major Loss,0,0.0,1.0,OK,Midwest City,2.0,AGENT00801,VNDR00339,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006902,A00004382,PLC00003969,2013-10-31,2021-02-14,2021-02-19,Health,116.75,7000.0,Donnie Workman,2732 Rosedale Place,0,Nashville,TN,37211.0,276-78-9790,Y,41.0,77.0,Y,3.0,M,Rent,MI,61443444.0,OPIX07411534808783,College,A,Minor Loss,Ambulance,1.0,0.0,MA,Cambridge,12.0,AGENT01175,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006903,A00008479,PLC00008275,2010-10-18,2021-02-22,2021-02-23,Travel,58.25,3000.0,Marian Noggler,2315 Chestnut Street,0,Montgomery,AL,36107.0,884-83-4925,Y,53.0,93.0,Y,3.0,L,Mortgage,MI,41231841.0,NHYH85081399822701,College,A,Total Loss,Ambulance,0.0,1.0,MD,Pasadena,13.0,AGENT00448,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006904,A00008669,PLC00008745,2014-05-07,2021-02-12,2021-02-17,Health,192.13,1000.0,Elsie Wirth,7057 Old Southwick Place,0,Montgomery,AL,36117.0,176-64-0997,N,44.0,45.0,Y,5.0,L,Own,HI,79384472.0,ZGHK15463865726370,Bachelor,A,Major Loss,0,1.0,1.0,AZ,Glendale,13.0,AGENT00965,VNDR00397,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-27,TXN00006905,A00007739,PLC00000260,2014-08-26,2021-02-17,2021-02-20,Travel,64.3,2000.0,Joshua Roudabush,7573 National Drive,0,Livermore,CA,94550.0,183-62-6226,Y,55.0,111.0,Y,2.0,L,Own,LI,57450360.0,SRVL99811991113345,Masters,A,Total Loss,0,1.0,1.0,VT,Washington,6.0,AGENT00550,VNDR00159,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2021-02-28,TXN00006906,A00003707,PLC00000127,2011-11-15,2021-02-27,2021-02-27,Life,61.15,53000.0,Garrett Wright,1821 Catalpa Way,0,Hayward,CA,94545.0,404-44-3642,Y,60.0,46.0,Y,5.0,H,Own,MI,126656820.0,RDCV55693132953627,High School,A,Total Loss,0,0.0,0.0,AZ,Glendale,16.0,AGENT00509,VNDR00512,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0
